route_id,service_id,trip_id,trip_headsign,trip_short_name,shape_id,direction_id,wheelchair_accessible,bikes_allowed
L1,L1Domingo25,IDAL1Domingo25_1,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_1,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_2,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_2,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_3,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_3,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_4,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_4,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_5,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_5,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_6,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_6,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_7,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_7,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_8,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_8,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_9,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_9,Albolote,,2,1,1,1
L1,L1Domingo25,VUELTAL1Domingo25_10,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_10,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_11,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_11,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_12,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_12,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_13,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_13,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_14,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_14,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_15,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_15,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_16,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_16,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_17,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_17,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_18,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_18,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_19,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_19,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_20,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_20,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_21,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_21,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_22,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_22,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_23,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_23,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_24,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_24,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_25,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_25,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_26,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_26,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_27,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_27,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_28,Albolote,,2,1,1,1
L1,L1Domingo25,VUELTAL1Domingo25_29,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_28,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_30,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_29,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_31,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_30,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_32,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_31,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_33,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_32,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_34,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_33,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_35,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_34,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_36,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_35,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_37,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_36,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_38,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_37,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_39,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_38,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_40,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_39,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_41,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_40,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_42,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_41,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_43,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_42,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_44,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_43,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_45,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_44,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_46,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_45,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_47,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_46,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_48,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_47,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_49,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_48,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_50,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_49,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_51,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_50,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_52,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_51,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_53,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_52,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_54,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_53,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_55,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_54,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_56,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_55,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_57,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_56,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_58,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_57,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_59,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_58,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_60,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_59,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_61,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_60,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_62,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_61,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_63,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_62,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_64,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_63,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_65,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_64,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_66,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_65,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_67,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_66,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_68,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_67,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_69,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_68,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_70,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_69,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_71,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_70,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_72,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_71,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_73,Albolote,,2,1,1,1
L1,L1Domingo25,VUELTAL1Domingo25_74,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_72,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_75,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_73,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_76,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_74,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_77,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_75,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_78,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_76,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_79,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_77,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_80,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_78,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_81,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_79,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_82,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_80,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_83,Albolote,,2,1,1,1
L1,L1Domingo25,VUELTAL1Domingo25_84,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_81,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_85,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_82,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_86,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_83,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_87,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_84,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_88,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_85,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_89,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_86,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_90,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_87,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_91,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_88,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_92,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_1,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_1,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_2,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_2,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_3,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_3,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_4,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_4,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_5,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_5,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_6,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_6,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_7,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_8,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_7,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_9,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_8,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_10,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_9,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_11,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_10,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_12,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_11,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_13,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_12,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_14,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_13,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_15,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_14,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_16,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_15,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_17,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_16,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_18,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_17,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_19,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_18,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_20,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_19,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_21,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_20,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_22,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_21,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_23,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_22,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_24,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_23,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_25,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_24,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_26,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_25,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_26,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_27,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_27,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_28,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_28,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_29,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_29,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_30,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_30,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_31,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_31,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_32,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_32,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_33,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_33,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_34,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_35,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_34,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_36,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_35,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_37,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_36,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_38,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_37,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_39,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_38,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_40,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_39,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_41,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_40,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_42,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_41,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_43,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_42,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_44,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_43,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_44,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_45,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_45,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_46,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_46,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_47,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_47,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_48,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_48,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_49,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_49,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_50,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_50,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_51,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_51,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_52,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_53,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_52,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_54,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_53,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_55,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_54,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_56,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_55,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_57,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_56,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_58,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_57,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_59,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_58,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_60,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_59,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_61,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_60,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_62,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_61,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_62,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_63,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_63,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_64,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_64,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_65,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_65,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_66,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_66,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_67,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_67,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_68,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_68,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_69,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_69,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_70,Armilla,,1,0,1,1
L1,L1DomingoCorpus26326,VUELTAL1DomingoCorpus26326_70,Albolote,,2,1,1,1
L1,L1DomingoCorpus26326,IDAL1DomingoCorpus26326_71,Armilla,,1,0,1,1
