shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1,37.15369604639983,-3.592391120828335,10271
1,37.15360594319971,-3.592372836540761,10272
1,37.15352208475377,-3.592370584320941,10273
1,37.15341123788323,-3.59237902997148,10274
1,37.15328513182379,-3.592442691967615,10275
1,37.15319660681625,-3.592508740087937,10276
1,37.15314129761573,-3.592566530411344,10277
1,37.15308516164739,-3.592637772492988,10278
1,37.15303691076404,-3.592736969372949,10279
1,37.15285935980613,-3.59305985354256,10280
1,37.15251406140558,-3.593670418981238,10281
1,37.15221955691311,-3.594222287744305,10282
1,37.15196817289291,-3.594676654967381,10283
1,37.15130950765507,-3.595856460240239,10284
1,37.15092839851485,-3.596531641336012,10285
1,37.15088006832583,-3.596639422414893,10286
1,37.15082779939195,-3.59672300308348,10287
1,37.15076466030597,-3.596822162251936,10288
1,37.15069139713106,-3.596901589220818,10289
1,37.15058391155836,-3.597024244298253,10290
1,37.15007807435389,-3.5975295897462,10291
1,37.14957417888928,-3.598042966083352,10292
1,37.14945727362947,-3.598159214523525,10293
1,37.14938237877365,-3.598243460270224,10294
1,37.14933341294859,-3.598325414096499,10295
1,37.14927640460856,-3.598458598998626,10296
1,37.14923455880028,-3.598604332797225,10297
1,37.14922594973216,-3.598795372993138,10298
1,37.14921294432869,-3.599664196744101,10299
1,37.14922807517581,-3.60032188467128,10300
1,37.14922507270646,-3.60183173054026,10301
1,37.14922934437786,-3.604488136891757,10302
1,37.14922478668824,-3.604690523709861,10303
1,37.14923127582267,-3.604817153020559,10304
1,37.14926534992788,-3.605020219356345,10305
1,37.14938715183313,-3.605699878759743,10306
1,37.14946807234202,-3.606079752068422,10307
1,37.1495052640248,-3.60625877101301,10308
1,37.14951916008454,-3.606347157948821,10309
1,37.1495337950342,-3.606439448223423,10310
1,37.14951631521014,-3.60653504938547,10311
1,37.14948550793565,-3.606629643797024,10312
1,37.14943333279921,-3.606691688445702,10313
1,37.14937221938001,-3.606778705227742,10314
1,37.14930938804812,-3.606822791214573,10315
1,37.1492089655001,-3.606858772499835,10316
1,37.14901572985751,-3.606912399754202,10317
1,37.14824913868716,-3.607136904560387,10318
1,37.14814470512032,-3.607168127985193,10319
1,37.14804211234442,-3.607228012356225,10320
1,37.14782127464508,-3.607405240080621,10321
1,37.14739435838161,-3.607829429670195,10322
1,37.1472063068872,-3.608025899313849,10323
1,37.14695153707211,-3.608224341792818,10324
1,37.14678938426773,-3.608332902043308,10325
1,37.14643408290169,-3.608539583026746,10326
1,37.14619703837791,-3.608680872492732,10327
1,37.14604936189689,-3.608768817944903,10328
1,37.14596611029078,-3.608842402799263,10329
1,37.14588974068212,-3.608932442082692,10330
1,37.1457974278575,-3.609081635860404,10331
