service_id,date,exception_type
1_1012_1480_10_496_13,20260402,1
1_1012_1480_10_496_13,20260403,1
1_1012_1480_10_496_13,20260501,1
1_1012_1480_10_496_13,20260815,1
1_1012_1480_10_496_13,20261212,1
1_1012_1480_10_496_13,20261102,1
1_1012_1480_10_496_13,20261207,1
1_1012_1480_10_496_13,20261208,1
1_1012_1480_10_496_13,20261225,1
1_1012_1480_10_496_13,20260422,1
1_1012_1480_10_496_13,20260604,1
1_1012_1481_10_504_13,20260101,1
1_1012_1481_10_504_13,20260106,1
1_1012_1481_10_504_13,20260228,1
1_1012_1481_10_504_13,20260402,1
1_1012_1481_10_504_13,20260403,1
1_1012_1481_10_504_13,20260501,1
1_1012_1481_10_504_13,20260815,1
1_1012_1481_10_504_13,20261212,1
1_1012_1481_10_504_13,20261102,1
1_1012_1481_10_504_13,20261207,1
1_1012_1481_10_504_13,20261208,1
1_1012_1481_10_504_13,20261225,1
1_1012_1481_10_504_13,20260422,1
1_1012_1481_10_504_13,20260604,1
1_1018_1292_17_238_4,20260101,1
1_1018_1292_17_238_4,20260106,1
1_1018_1292_17_238_4,20260228,1
1_1018_1292_17_238_4,20260402,1
1_1018_1292_17_238_4,20260403,1
1_1018_1292_17_238_4,20260501,1
1_1018_1292_17_238_4,20260815,1
1_1018_1292_17_238_4,20261212,1
1_1018_1292_17_238_4,20261102,1
1_1018_1292_17_238_4,20261207,1
1_1018_1292_17_238_4,20261208,1
1_1018_1292_17_238_4,20261225,1
1_1018_1292_17_238_4,20260422,1
1_1018_1292_17_238_4,20260604,1
1_1022_1522_10_275_3,20260101,1
1_1022_1522_10_275_3,20260106,1
1_1022_1522_10_275_3,20260228,1
1_1022_1522_10_275_3,20260402,1
1_1022_1522_10_275_3,20260403,1
1_1022_1522_10_275_3,20260501,1
1_1022_1522_10_275_3,20260815,1
1_1022_1522_10_275_3,20261212,1
1_1022_1522_10_275_3,20261102,1
1_1022_1522_10_275_3,20261207,1
1_1022_1522_10_275_3,20261208,1
1_1022_1522_10_275_3,20261225,1
1_1022_1522_10_275_3,20260422,1
1_1022_1522_10_275_3,20260604,1
1_1027_723_24_242_4,20260101,1
1_1027_723_24_242_4,20260106,1
1_1027_723_24_242_4,20260228,1
1_1027_723_24_242_4,20260402,1
1_1027_723_24_242_4,20260403,1
1_1027_723_24_242_4,20260501,1
1_1027_723_24_242_4,20260815,1
1_1027_723_24_242_4,20261212,1
1_1027_723_24_242_4,20261102,1
1_1027_723_24_242_4,20261207,1
1_1027_723_24_242_4,20261208,1
1_1027_723_24_242_4,20261225,1
1_1027_723_24_242_4,20260422,1
1_1027_723_24_242_4,20260604,1
2_1083_1840_6_26_2,20260101,1
2_1083_1840_6_26_2,20260106,1
2_1083_1840_6_26_2,20260228,1
2_1083_1840_6_26_2,20260501,1
2_1083_1840_6_26_2,20260815,1
2_1083_1840_6_26_2,20261012,1
2_1083_1840_6_26_2,20261101,1
2_1083_1840_6_26_2,20261206,1
2_1083_1840_6_26_2,20261208,1
2_1083_1840_6_26_2,20261225,1
2_1083_1840_6_26_2,20260128,1
2_1083_1840_6_26_2,20260204,1
2_1083_1840_6_26_2,20260205,1
2_1083_1840_6_26_2,20260206,1
2_1083_1840_6_26_2,20260211,1
2_1083_1840_6_26_2,20260402,1
2_1083_1840_6_26_2,20260403,1
2_1086_20_8_5_2,20260101,1
2_1086_20_8_5_2,20260106,1
2_1086_20_8_5_2,20260228,1
2_1086_20_8_5_2,20260501,1
2_1086_20_8_5_2,20260815,1
2_1086_20_8_5_2,20261012,1
2_1086_20_8_5_2,20261101,1
2_1086_20_8_5_2,20261206,1
2_1086_20_8_5_2,20261208,1
2_1086_20_8_5_2,20261225,1
2_1086_20_8_5_2,20260128,1
2_1086_20_8_5_2,20260204,1
2_1086_20_8_5_2,20260205,1
2_1086_20_8_5_2,20260206,1
2_1086_20_8_5_2,20260211,1
2_1086_20_8_5_2,20260402,1
2_1086_20_8_5_2,20260403,1
2_1306_2737_8_155_7,20260101,1
2_1306_2737_8_155_7,20260106,1
2_1306_2737_8_155_7,20260228,1
2_1306_2737_8_155_7,20260501,1
2_1306_2737_8_155_7,20260815,1
2_1306_2737_8_155_7,20261012,1
2_1306_2737_8_155_7,20261101,1
2_1306_2737_8_155_7,20261206,1
2_1306_2737_8_155_7,20261208,1
2_1306_2737_8_155_7,20261225,1
2_1306_2737_8_155_7,20260128,1
2_1306_2737_8_155_7,20260204,1
2_1306_2737_8_155_7,20260205,1
2_1306_2737_8_155_7,20260206,1
2_1306_2737_8_155_7,20260211,1
2_1306_2737_8_155_7,20260402,1
2_1306_2737_8_155_7,20260403,1
2_1354_2860_13_274_2,20260101,1
2_1354_2860_13_274_2,20260106,1
2_1354_2860_13_274_2,20260228,1
2_1354_2860_13_274_2,20260501,1
2_1354_2860_13_274_2,20260815,1
2_1354_2860_13_274_2,20261012,1
2_1354_2860_13_274_2,20261101,1
2_1354_2860_13_274_2,20261206,1
2_1354_2860_13_274_2,20261208,1
2_1354_2860_13_274_2,20261225,1
2_1354_2860_13_274_2,20260128,1
2_1354_2860_13_274_2,20260204,1
2_1354_2860_13_274_2,20260205,1
2_1354_2860_13_274_2,20260206,1
2_1354_2860_13_274_2,20260211,1
2_1354_2860_13_274_2,20260402,1
2_1354_2860_13_274_2,20260403,1
2_1362_2874_13_158_2,20260101,1
2_1362_2874_13_158_2,20260106,1
2_1362_2874_13_158_2,20260228,1
2_1362_2874_13_158_2,20260501,1
2_1362_2874_13_158_2,20260815,1
2_1362_2874_13_158_2,20261012,1
2_1362_2874_13_158_2,20261101,1
2_1362_2874_13_158_2,20261206,1
2_1362_2874_13_158_2,20261208,1
2_1362_2874_13_158_2,20261225,1
2_1362_2874_13_158_2,20260128,1
2_1362_2874_13_158_2,20260204,1
2_1362_2874_13_158_2,20260205,1
2_1362_2874_13_158_2,20260206,1
2_1362_2874_13_158_2,20260211,1
2_1362_2874_13_158_2,20260402,1
2_1362_2874_13_158_2,20260403,1
2_1406_2957_13_214_4,20260101,1
2_1406_2957_13_214_4,20260106,1
2_1406_2957_13_214_4,20260228,1
2_1406_2957_13_214_4,20260501,1
2_1406_2957_13_214_4,20260815,1
2_1406_2957_13_214_4,20261012,1
2_1406_2957_13_214_4,20261101,1
2_1406_2957_13_214_4,20261206,1
2_1406_2957_13_214_4,20261208,1
2_1406_2957_13_214_4,20261225,1
2_1406_2957_13_214_4,20260128,1
2_1406_2957_13_214_4,20260204,1
2_1406_2957_13_214_4,20260205,1
2_1406_2957_13_214_4,20260206,1
2_1406_2957_13_214_4,20260211,1
2_1406_2957_13_214_4,20260402,1
2_1406_2957_13_214_4,20260403,1
2_1408_2961_6_7_4,20260101,1
2_1408_2961_6_7_4,20260106,1
2_1408_2961_6_7_4,20260228,1
2_1408_2961_6_7_4,20260501,1
2_1408_2961_6_7_4,20260815,1
2_1408_2961_6_7_4,20261012,1
2_1408_2961_6_7_4,20261101,1
2_1408_2961_6_7_4,20261206,1
2_1408_2961_6_7_4,20261208,1
2_1408_2961_6_7_4,20261225,1
2_1408_2961_6_7_4,20260128,1
2_1408_2961_6_7_4,20260204,1
2_1408_2961_6_7_4,20260205,1
2_1408_2961_6_7_4,20260206,1
2_1408_2961_6_7_4,20260211,1
2_1408_2961_6_7_4,20260402,1
2_1408_2961_6_7_4,20260403,1
2_1417_1852_8_13_2,20260101,1
2_1417_1852_8_13_2,20260106,1
2_1417_1852_8_13_2,20260228,1
2_1417_1852_8_13_2,20260501,1
2_1417_1852_8_13_2,20260815,1
2_1417_1852_8_13_2,20261012,1
2_1417_1852_8_13_2,20261101,1
2_1417_1852_8_13_2,20261206,1
2_1417_1852_8_13_2,20261208,1
2_1417_1852_8_13_2,20261225,1
2_1417_1852_8_13_2,20260128,1
2_1417_1852_8_13_2,20260204,1
2_1417_1852_8_13_2,20260205,1
2_1417_1852_8_13_2,20260206,1
2_1417_1852_8_13_2,20260211,1
2_1417_1852_8_13_2,20260402,1
2_1417_1852_8_13_2,20260403,1
2_1417_1860_8_16_2,20260101,1
2_1417_1860_8_16_2,20260106,1
2_1417_1860_8_16_2,20260228,1
2_1417_1860_8_16_2,20260501,1
2_1417_1860_8_16_2,20260815,1
2_1417_1860_8_16_2,20261012,1
2_1417_1860_8_16_2,20261101,1
2_1417_1860_8_16_2,20261206,1
2_1417_1860_8_16_2,20261208,1
2_1417_1860_8_16_2,20261225,1
2_1417_1860_8_16_2,20260128,1
2_1417_1860_8_16_2,20260204,1
2_1417_1860_8_16_2,20260205,1
2_1417_1860_8_16_2,20260206,1
2_1417_1860_8_16_2,20260211,1
2_1417_1860_8_16_2,20260402,1
2_1417_1860_8_16_2,20260403,1
2_1417_1888_8_19_2,20260101,1
2_1417_1888_8_19_2,20260106,1
2_1417_1888_8_19_2,20260228,1
2_1417_1888_8_19_2,20260501,1
2_1417_1888_8_19_2,20260815,1
2_1417_1888_8_19_2,20261012,1
2_1417_1888_8_19_2,20261101,1
2_1417_1888_8_19_2,20261206,1
2_1417_1888_8_19_2,20261208,1
2_1417_1888_8_19_2,20261225,1
2_1417_1888_8_19_2,20260128,1
2_1417_1888_8_19_2,20260204,1
2_1417_1888_8_19_2,20260205,1
2_1417_1888_8_19_2,20260206,1
2_1417_1888_8_19_2,20260211,1
2_1417_1888_8_19_2,20260402,1
2_1417_1888_8_19_2,20260403,1
2_1417_2236_8_36_2,20260101,1
2_1417_2236_8_36_2,20260106,1
2_1417_2236_8_36_2,20260228,1
2_1417_2236_8_36_2,20260501,1
2_1417_2236_8_36_2,20260815,1
2_1417_2236_8_36_2,20261012,1
2_1417_2236_8_36_2,20261101,1
2_1417_2236_8_36_2,20261206,1
2_1417_2236_8_36_2,20261208,1
2_1417_2236_8_36_2,20261225,1
2_1417_2236_8_36_2,20260128,1
2_1417_2236_8_36_2,20260204,1
2_1417_2236_8_36_2,20260205,1
2_1417_2236_8_36_2,20260206,1
2_1417_2236_8_36_2,20260211,1
2_1417_2236_8_36_2,20260402,1
2_1417_2236_8_36_2,20260403,1
2_1449_2999_8_43_2,20260101,1
2_1449_2999_8_43_2,20260106,1
2_1449_2999_8_43_2,20260228,1
2_1449_2999_8_43_2,20260501,1
2_1449_2999_8_43_2,20260815,1
2_1449_2999_8_43_2,20261012,1
2_1449_2999_8_43_2,20261101,1
2_1449_2999_8_43_2,20261206,1
2_1449_2999_8_43_2,20261208,1
2_1449_2999_8_43_2,20261225,1
2_1449_2999_8_43_2,20260128,1
2_1449_2999_8_43_2,20260204,1
2_1449_2999_8_43_2,20260205,1
2_1449_2999_8_43_2,20260206,1
2_1449_2999_8_43_2,20260211,1
2_1449_2999_8_43_2,20260402,1
2_1449_2999_8_43_2,20260403,1
2_1465_3070_8_6_4,20260101,1
2_1465_3070_8_6_4,20260106,1
2_1465_3070_8_6_4,20260228,1
2_1465_3070_8_6_4,20260501,1
2_1465_3070_8_6_4,20260815,1
2_1465_3070_8_6_4,20261012,1
2_1465_3070_8_6_4,20261101,1
2_1465_3070_8_6_4,20261206,1
2_1465_3070_8_6_4,20261208,1
2_1465_3070_8_6_4,20261225,1
2_1465_3070_8_6_4,20260128,1
2_1465_3070_8_6_4,20260204,1
2_1465_3070_8_6_4,20260205,1
2_1465_3070_8_6_4,20260206,1
2_1465_3070_8_6_4,20260211,1
2_1465_3070_8_6_4,20260402,1
2_1465_3070_8_6_4,20260403,1
2_1502_2230_24_49_2,20260101,1
2_1502_2230_24_49_2,20260106,1
2_1502_2230_24_49_2,20260228,1
2_1502_2230_24_49_2,20260501,1
2_1502_2230_24_49_2,20260815,1
2_1502_2230_24_49_2,20261012,1
2_1502_2230_24_49_2,20261101,1
2_1502_2230_24_49_2,20261206,1
2_1502_2230_24_49_2,20261208,1
2_1502_2230_24_49_2,20261225,1
2_1502_2230_24_49_2,20260128,1
2_1502_2230_24_49_2,20260204,1
2_1502_2230_24_49_2,20260205,1
2_1502_2230_24_49_2,20260206,1
2_1502_2230_24_49_2,20260211,1
2_1502_2230_24_49_2,20260402,1
2_1502_2230_24_49_2,20260403,1
2_1502_2251_24_164_2,20260101,1
2_1502_2251_24_164_2,20260106,1
2_1502_2251_24_164_2,20260228,1
2_1502_2251_24_164_2,20260501,1
2_1502_2251_24_164_2,20260815,1
2_1502_2251_24_164_2,20261012,1
2_1502_2251_24_164_2,20261101,1
2_1502_2251_24_164_2,20261206,1
2_1502_2251_24_164_2,20261208,1
2_1502_2251_24_164_2,20261225,1
2_1502_2251_24_164_2,20260128,1
2_1502_2251_24_164_2,20260204,1
2_1502_2251_24_164_2,20260205,1
2_1502_2251_24_164_2,20260206,1
2_1502_2251_24_164_2,20260211,1
2_1502_2251_24_164_2,20260402,1
2_1502_2251_24_164_2,20260403,1
2_1502_2611_24_231_2,20260101,1
2_1502_2611_24_231_2,20260106,1
2_1502_2611_24_231_2,20260228,1
2_1502_2611_24_231_2,20260501,1
2_1502_2611_24_231_2,20260815,1
2_1502_2611_24_231_2,20261012,1
2_1502_2611_24_231_2,20261101,1
2_1502_2611_24_231_2,20261206,1
2_1502_2611_24_231_2,20261208,1
2_1502_2611_24_231_2,20261225,1
2_1502_2611_24_231_2,20260128,1
2_1502_2611_24_231_2,20260204,1
2_1502_2611_24_231_2,20260205,1
2_1502_2611_24_231_2,20260206,1
2_1502_2611_24_231_2,20260211,1
2_1502_2611_24_231_2,20260402,1
2_1502_2611_24_231_2,20260403,1
2_1502_2815_24_163_4,20260101,1
2_1502_2815_24_163_4,20260106,1
2_1502_2815_24_163_4,20260228,1
2_1502_2815_24_163_4,20260501,1
2_1502_2815_24_163_4,20260815,1
2_1502_2815_24_163_4,20261012,1
2_1502_2815_24_163_4,20261101,1
2_1502_2815_24_163_4,20261206,1
2_1502_2815_24_163_4,20261208,1
2_1502_2815_24_163_4,20261225,1
2_1502_2815_24_163_4,20260128,1
2_1502_2815_24_163_4,20260204,1
2_1502_2815_24_163_4,20260205,1
2_1502_2815_24_163_4,20260206,1
2_1502_2815_24_163_4,20260211,1
2_1502_2815_24_163_4,20260402,1
2_1502_2815_24_163_4,20260403,1
2_1502_3032_24_230_2,20260101,1
2_1502_3032_24_230_2,20260106,1
2_1502_3032_24_230_2,20260228,1
2_1502_3032_24_230_2,20260501,1
2_1502_3032_24_230_2,20260815,1
2_1502_3032_24_230_2,20261012,1
2_1502_3032_24_230_2,20261101,1
2_1502_3032_24_230_2,20261206,1
2_1502_3032_24_230_2,20261208,1
2_1502_3032_24_230_2,20261225,1
2_1502_3032_24_230_2,20260128,1
2_1502_3032_24_230_2,20260204,1
2_1502_3032_24_230_2,20260205,1
2_1502_3032_24_230_2,20260206,1
2_1502_3032_24_230_2,20260211,1
2_1502_3032_24_230_2,20260402,1
2_1502_3032_24_230_2,20260403,1
2_1502_3044_24_50_2,20260101,1
2_1502_3044_24_50_2,20260106,1
2_1502_3044_24_50_2,20260228,1
2_1502_3044_24_50_2,20260501,1
2_1502_3044_24_50_2,20260815,1
2_1502_3044_24_50_2,20261012,1
2_1502_3044_24_50_2,20261101,1
2_1502_3044_24_50_2,20261206,1
2_1502_3044_24_50_2,20261208,1
2_1502_3044_24_50_2,20261225,1
2_1502_3044_24_50_2,20260128,1
2_1502_3044_24_50_2,20260204,1
2_1502_3044_24_50_2,20260205,1
2_1502_3044_24_50_2,20260206,1
2_1502_3044_24_50_2,20260211,1
2_1502_3044_24_50_2,20260402,1
2_1502_3044_24_50_2,20260403,1
2_1502_3046_24_175_2,20260101,1
2_1502_3046_24_175_2,20260106,1
2_1502_3046_24_175_2,20260228,1
2_1502_3046_24_175_2,20260501,1
2_1502_3046_24_175_2,20260815,1
2_1502_3046_24_175_2,20261012,1
2_1502_3046_24_175_2,20261101,1
2_1502_3046_24_175_2,20261206,1
2_1502_3046_24_175_2,20261208,1
2_1502_3046_24_175_2,20261225,1
2_1502_3046_24_175_2,20260128,1
2_1502_3046_24_175_2,20260204,1
2_1502_3046_24_175_2,20260205,1
2_1502_3046_24_175_2,20260206,1
2_1502_3046_24_175_2,20260211,1
2_1502_3046_24_175_2,20260402,1
2_1502_3046_24_175_2,20260403,1
2_1503_2604_8_4_4,20260101,1
2_1503_2604_8_4_4,20260106,1
2_1503_2604_8_4_4,20260228,1
2_1503_2604_8_4_4,20260501,1
2_1503_2604_8_4_4,20260815,1
2_1503_2604_8_4_4,20261012,1
2_1503_2604_8_4_4,20261101,1
2_1503_2604_8_4_4,20261206,1
2_1503_2604_8_4_4,20261208,1
2_1503_2604_8_4_4,20261225,1
2_1503_2604_8_4_4,20260128,1
2_1503_2604_8_4_4,20260204,1
2_1503_2604_8_4_4,20260205,1
2_1503_2604_8_4_4,20260206,1
2_1503_2604_8_4_4,20260211,1
2_1503_2604_8_4_4,20260402,1
2_1503_2604_8_4_4,20260403,1
2_1503_3068_8_9_4,20260101,1
2_1503_3068_8_9_4,20260106,1
2_1503_3068_8_9_4,20260228,1
2_1503_3068_8_9_4,20260501,1
2_1503_3068_8_9_4,20260815,1
2_1503_3068_8_9_4,20261012,1
2_1503_3068_8_9_4,20261101,1
2_1503_3068_8_9_4,20261206,1
2_1503_3068_8_9_4,20261208,1
2_1503_3068_8_9_4,20261225,1
2_1503_3068_8_9_4,20260128,1
2_1503_3068_8_9_4,20260204,1
2_1503_3068_8_9_4,20260205,1
2_1503_3068_8_9_4,20260206,1
2_1503_3068_8_9_4,20260211,1
2_1503_3068_8_9_4,20260402,1
2_1503_3068_8_9_4,20260403,1
2_1503_3137_8_234_2,20260101,1
2_1503_3137_8_234_2,20260106,1
2_1503_3137_8_234_2,20260228,1
2_1503_3137_8_234_2,20260501,1
2_1503_3137_8_234_2,20260815,1
2_1503_3137_8_234_2,20261012,1
2_1503_3137_8_234_2,20261101,1
2_1503_3137_8_234_2,20261206,1
2_1503_3137_8_234_2,20261208,1
2_1503_3137_8_234_2,20261225,1
2_1503_3137_8_234_2,20260128,1
2_1503_3137_8_234_2,20260204,1
2_1503_3137_8_234_2,20260205,1
2_1503_3137_8_234_2,20260206,1
2_1503_3137_8_234_2,20260211,1
2_1503_3137_8_234_2,20260402,1
2_1503_3137_8_234_2,20260403,1
2_1503_3139_8_235_2,20260101,1
2_1503_3139_8_235_2,20260106,1
2_1503_3139_8_235_2,20260228,1
2_1503_3139_8_235_2,20260501,1
2_1503_3139_8_235_2,20260815,1
2_1503_3139_8_235_2,20261012,1
2_1503_3139_8_235_2,20261101,1
2_1503_3139_8_235_2,20261206,1
2_1503_3139_8_235_2,20261208,1
2_1503_3139_8_235_2,20261225,1
2_1503_3139_8_235_2,20260128,1
2_1503_3139_8_235_2,20260204,1
2_1503_3139_8_235_2,20260205,1
2_1503_3139_8_235_2,20260206,1
2_1503_3139_8_235_2,20260211,1
2_1503_3139_8_235_2,20260402,1
2_1503_3139_8_235_2,20260403,1
2_1503_3141_8_236_2,20260101,1
2_1503_3141_8_236_2,20260106,1
2_1503_3141_8_236_2,20260228,1
2_1503_3141_8_236_2,20260501,1
2_1503_3141_8_236_2,20260815,1
2_1503_3141_8_236_2,20261012,1
2_1503_3141_8_236_2,20261101,1
2_1503_3141_8_236_2,20261206,1
2_1503_3141_8_236_2,20261208,1
2_1503_3141_8_236_2,20261225,1
2_1503_3141_8_236_2,20260128,1
2_1503_3141_8_236_2,20260204,1
2_1503_3141_8_236_2,20260205,1
2_1503_3141_8_236_2,20260206,1
2_1503_3141_8_236_2,20260211,1
2_1503_3141_8_236_2,20260402,1
2_1503_3141_8_236_2,20260403,1
2_1505_3149_8_39_2,20260101,1
2_1505_3149_8_39_2,20260106,1
2_1505_3149_8_39_2,20260228,1
2_1505_3149_8_39_2,20260501,1
2_1505_3149_8_39_2,20260815,1
2_1505_3149_8_39_2,20261012,1
2_1505_3149_8_39_2,20261101,1
2_1505_3149_8_39_2,20261206,1
2_1505_3149_8_39_2,20261208,1
2_1505_3149_8_39_2,20261225,1
2_1505_3149_8_39_2,20260128,1
2_1505_3149_8_39_2,20260204,1
2_1505_3149_8_39_2,20260205,1
2_1505_3149_8_39_2,20260206,1
2_1505_3149_8_39_2,20260211,1
2_1505_3149_8_39_2,20260402,1
2_1505_3149_8_39_2,20260403,1
2_1506_3160_27_172_2,20260101,1
2_1506_3160_27_172_2,20260106,1
2_1506_3160_27_172_2,20260228,1
2_1506_3160_27_172_2,20260501,1
2_1506_3160_27_172_2,20260815,1
2_1506_3160_27_172_2,20261012,1
2_1506_3160_27_172_2,20261101,1
2_1506_3160_27_172_2,20261206,1
2_1506_3160_27_172_2,20261208,1
2_1506_3160_27_172_2,20261225,1
2_1506_3160_27_172_2,20260128,1
2_1506_3160_27_172_2,20260204,1
2_1506_3160_27_172_2,20260205,1
2_1506_3160_27_172_2,20260206,1
2_1506_3160_27_172_2,20260211,1
2_1506_3160_27_172_2,20260402,1
2_1506_3160_27_172_2,20260403,1
2_1506_3162_27_167_2,20260101,1
2_1506_3162_27_167_2,20260106,1
2_1506_3162_27_167_2,20260228,1
2_1506_3162_27_167_2,20260501,1
2_1506_3162_27_167_2,20260815,1
2_1506_3162_27_167_2,20261012,1
2_1506_3162_27_167_2,20261101,1
2_1506_3162_27_167_2,20261206,1
2_1506_3162_27_167_2,20261208,1
2_1506_3162_27_167_2,20261225,1
2_1506_3162_27_167_2,20260128,1
2_1506_3162_27_167_2,20260204,1
2_1506_3162_27_167_2,20260205,1
2_1506_3162_27_167_2,20260206,1
2_1506_3162_27_167_2,20260211,1
2_1506_3162_27_167_2,20260402,1
2_1506_3162_27_167_2,20260403,1
2_1506_3167_27_166_2,20260101,1
2_1506_3167_27_166_2,20260106,1
2_1506_3167_27_166_2,20260228,1
2_1506_3167_27_166_2,20260501,1
2_1506_3167_27_166_2,20260815,1
2_1506_3167_27_166_2,20261012,1
2_1506_3167_27_166_2,20261101,1
2_1506_3167_27_166_2,20261206,1
2_1506_3167_27_166_2,20261208,1
2_1506_3167_27_166_2,20261225,1
2_1506_3167_27_166_2,20260128,1
2_1506_3167_27_166_2,20260204,1
2_1506_3167_27_166_2,20260205,1
2_1506_3167_27_166_2,20260206,1
2_1506_3167_27_166_2,20260211,1
2_1506_3167_27_166_2,20260402,1
2_1506_3167_27_166_2,20260403,1
2_1508_2661_5_2_4,20260101,1
2_1508_2661_5_2_4,20260106,1
2_1508_2661_5_2_4,20260228,1
2_1508_2661_5_2_4,20260501,1
2_1508_2661_5_2_4,20260815,1
2_1508_2661_5_2_4,20261012,1
2_1508_2661_5_2_4,20261101,1
2_1508_2661_5_2_4,20261206,1
2_1508_2661_5_2_4,20261208,1
2_1508_2661_5_2_4,20261225,1
2_1508_2661_5_2_4,20260128,1
2_1508_2661_5_2_4,20260204,1
2_1508_2661_5_2_4,20260205,1
2_1508_2661_5_2_4,20260206,1
2_1508_2661_5_2_4,20260211,1
2_1508_2661_5_2_4,20260402,1
2_1508_2661_5_2_4,20260403,1
2_1508_2664_5_3_4,20260101,1
2_1508_2664_5_3_4,20260106,1
2_1508_2664_5_3_4,20260228,1
2_1508_2664_5_3_4,20260501,1
2_1508_2664_5_3_4,20260815,1
2_1508_2664_5_3_4,20261012,1
2_1508_2664_5_3_4,20261101,1
2_1508_2664_5_3_4,20261206,1
2_1508_2664_5_3_4,20261208,1
2_1508_2664_5_3_4,20261225,1
2_1508_2664_5_3_4,20260128,1
2_1508_2664_5_3_4,20260204,1
2_1508_2664_5_3_4,20260205,1
2_1508_2664_5_3_4,20260206,1
2_1508_2664_5_3_4,20260211,1
2_1508_2664_5_3_4,20260402,1
2_1508_2664_5_3_4,20260403,1
2_1509_2666_8_2_4,20260101,1
2_1509_2666_8_2_4,20260106,1
2_1509_2666_8_2_4,20260228,1
2_1509_2666_8_2_4,20260501,1
2_1509_2666_8_2_4,20260815,1
2_1509_2666_8_2_4,20261012,1
2_1509_2666_8_2_4,20261101,1
2_1509_2666_8_2_4,20261206,1
2_1509_2666_8_2_4,20261208,1
2_1509_2666_8_2_4,20261225,1
2_1509_2666_8_2_4,20260128,1
2_1509_2666_8_2_4,20260204,1
2_1509_2666_8_2_4,20260205,1
2_1509_2666_8_2_4,20260206,1
2_1509_2666_8_2_4,20260211,1
2_1509_2666_8_2_4,20260402,1
2_1509_2666_8_2_4,20260403,1
2_1509_2669_8_3_4,20260101,1
2_1509_2669_8_3_4,20260106,1
2_1509_2669_8_3_4,20260228,1
2_1509_2669_8_3_4,20260501,1
2_1509_2669_8_3_4,20260815,1
2_1509_2669_8_3_4,20261012,1
2_1509_2669_8_3_4,20261101,1
2_1509_2669_8_3_4,20261206,1
2_1509_2669_8_3_4,20261208,1
2_1509_2669_8_3_4,20261225,1
2_1509_2669_8_3_4,20260128,1
2_1509_2669_8_3_4,20260204,1
2_1509_2669_8_3_4,20260205,1
2_1509_2669_8_3_4,20260206,1
2_1509_2669_8_3_4,20260211,1
2_1509_2669_8_3_4,20260402,1
2_1509_2669_8_3_4,20260403,1
2_1554_3248_28_15_2,20260101,1
2_1554_3248_28_15_2,20260106,1
2_1554_3248_28_15_2,20260228,1
2_1554_3248_28_15_2,20260501,1
2_1554_3248_28_15_2,20260815,1
2_1554_3248_28_15_2,20261012,1
2_1554_3248_28_15_2,20261101,1
2_1554_3248_28_15_2,20261206,1
2_1554_3248_28_15_2,20261208,1
2_1554_3248_28_15_2,20261225,1
2_1554_3248_28_15_2,20260128,1
2_1554_3248_28_15_2,20260204,1
2_1554_3248_28_15_2,20260205,1
2_1554_3248_28_15_2,20260206,1
2_1554_3248_28_15_2,20260211,1
2_1554_3248_28_15_2,20260402,1
2_1554_3248_28_15_2,20260403,1
2_1554_3251_28_22_2,20260101,1
2_1554_3251_28_22_2,20260106,1
2_1554_3251_28_22_2,20260228,1
2_1554_3251_28_22_2,20260501,1
2_1554_3251_28_22_2,20260815,1
2_1554_3251_28_22_2,20261012,1
2_1554_3251_28_22_2,20261101,1
2_1554_3251_28_22_2,20261206,1
2_1554_3251_28_22_2,20261208,1
2_1554_3251_28_22_2,20261225,1
2_1554_3251_28_22_2,20260128,1
2_1554_3251_28_22_2,20260204,1
2_1554_3251_28_22_2,20260205,1
2_1554_3251_28_22_2,20260206,1
2_1554_3251_28_22_2,20260211,1
2_1554_3251_28_22_2,20260402,1
2_1554_3251_28_22_2,20260403,1
4_1098_2036_4_226_8,20260101,1
4_1098_2036_4_226_8,20260106,1
4_1098_2036_4_226_8,20260228,1
4_1098_2036_4_226_8,20260402,1
4_1098_2036_4_226_8,20260403,1
4_1098_2036_4_226_8,20260501,1
4_1098_2036_4_226_8,20260815,1
4_1098_2036_4_226_8,20261012,1
4_1098_2036_4_226_8,20261102,1
4_1098_2036_4_226_8,20261207,1
4_1098_2036_4_226_8,20261208,1
4_1098_2036_4_226_8,20261225,1
4_1098_2037_4_227_8,20260101,1
4_1098_2037_4_227_8,20260106,1
4_1098_2037_4_227_8,20260228,1
4_1098_2037_4_227_8,20260402,1
4_1098_2037_4_227_8,20260403,1
4_1098_2037_4_227_8,20260501,1
4_1098_2037_4_227_8,20260815,1
4_1098_2037_4_227_8,20261012,1
4_1098_2037_4_227_8,20261102,1
4_1098_2037_4_227_8,20261207,1
4_1098_2037_4_227_8,20261208,1
4_1098_2037_4_227_8,20261225,1
4_1329_2215_4_12_8,20260101,1
4_1329_2215_4_12_8,20260106,1
4_1329_2215_4_12_8,20260228,1
4_1329_2215_4_12_8,20260402,1
4_1329_2215_4_12_8,20260403,1
4_1329_2215_4_12_8,20260501,1
4_1329_2215_4_12_8,20260815,1
4_1329_2215_4_12_8,20261012,1
4_1329_2215_4_12_8,20261102,1
4_1329_2215_4_12_8,20261207,1
4_1329_2215_4_12_8,20261208,1
4_1329_2215_4_12_8,20261225,1
4_1338_2231_4_11_6,20260101,1
4_1338_2231_4_11_6,20260106,1
4_1338_2231_4_11_6,20260228,1
