stop_id,stop_name,stop_lat,stop_lon
1_2208,"C F Garcia Lorca (Frente Los Bucaros)",37.30562222,-6.246844444
1_2209,"Villa Amalia (I)",37.30808737,-6.2344327
1_2210,"Villa Amalia",37.3082495079761,-6.234454157672122
1_2211,"C Sevilla Iglesia",37.523315158905916,-6.26875085125295
1_2212,"C Estacion Dia (V)",37.51615997631659,-6.264970515287587
1_2213,"C Estacion Dia",37.51608530244706,-6.2649038865577715
1_2214,"Av Andalucia Surtidor (V)",37.51616944,-6.266783333
1_2215,"Av Andalucia Surtidor (I)",37.51656111,-6.267366667
1_2216,"Av Andalucia La Farola (Ppal)",37.519675312191744,-6.268478199502397
1_2217,"Av Andalucia La Farola",37.51975138556739,-6.26835357237987
1_2222,"Hotel Andalusi Park",37.3599981930823,-6.1998966336250305
1_2226,"La Fuente",37.35579072526261,-6.198185384273529
1_2227,"La Fuente Roblas",37.35807615831024,-6.1993163441802945
1_2228,"Cortijo Gelo (V)",37.312021045156165,-6.198849987877139
1_2229,"Cortijo Gelo",37.31181111,-6.198902778
1_2230,"Av De La Constitucion Primera Parada (V)",37.33800833,-6.134586111
1_2231,"Av De La Constitucion Segunda Parada (V)",37.33603453672106,-6.1368648570327196
1_2232,"Av De La Constitucion Segunda Parada (I)",37.33812041023671,-6.134283095598221
1_2233,"Av De La Constitucion Primera Parada (I)",37.3360102280536,-6.136703789234161
1_2236,"Urb Cuatrovitas",37.347007262592534,-6.138270199298859
1_2237,"C Mulhacen",37.34445379961945,-6.138065010309219
1_2238,"Casa De La Cultura Bollullos",37.34035315088459,-6.140031069517136
1_2239,"C Calvario Esq Raquejo",37.33766830949386,-6.1394959688186646
1_2240,"C Calvario",37.333021323846886,-6.140552759170532
1_2242,"Av Alcalde Cecilio Gutiérrez",37.349667249623465,-6.137720346450806
1_2246,"Escuela De Arte Floral (V)",37.327042733333336,-6.1504175649999997
1_2247,"Escuela De Arte Floral",37.32601468838616,-6.151468990933837
1_2248,"Urb La Juliana (Sur)",37.31569887357502,-6.170905549022222
1_2249,"Urb La Juliana (Norte)",37.31901335147247,-6.163545412546615
1_2250,"Makro (Frente)",37.381045783333334,-6.0643926833333301
1_2251,"Makro",37.3813545600768,-6.06485088307088
1_2252,"El Barrero C Asturias (I)",37.37911570938301,-6.0674329755696155
1_2253,"El Barrero C Asturias",37.379467383333335,-6.0673614999999996
1_2254,"El Barrero San Judas Tadeo (V)",37.377014099999997,-6.0703214833333297
1_2255,"El Barrero San Judas Tadeo",37.37707987346684,-6.069506541634328
1_2256,"El Barrero Recinto Ferial (V)",37.375320766666668,-6.0752926833333296
1_2257,"El Barrero Recinto Ferial",37.374797578312496,-6.075764305633952
1_2258,"C/ Hernan Cortes Nº18",37.37518340145951,-6.064870418107948
1_2259,"Avjuan Carlos I Rey De España (Parque)",37.375452758270335,-6.065398030050164
1_2260,"Av Del Aljarafe Ayuntamiento (Frente)",37.37267911679185,-6.071147494452935
1_2261,"Av Del Aljarafe Cafeteria Imperial",37.37444615876954,-6.069369747704465
1_2262,"Av Del Aljarafe Ayuntamiento",37.372452777777,-6.071183333333
1_2263,"Av Del Aljarafe Cafeteria Imperial (Frente)",37.37452848166537,-6.06906645129192
1_2264,"Coso Calero Parque Los Alamos (V)",37.37084131933302,-6.074902559516908
1_2265,"Coso Calero Parque Los Alamos",37.37049980501633,-6.075243059717563
1_2266,"Nueva Sevilla Convento (V)",37.37949355491681,-6.0650407316645065
1_2267,"Rtda Bollullos Puertas Leyva (V)",37.36924803652075,-6.078333556652069
1_2268,"Rtda Bollullos Puertas Leyva",37.36924644400313,-6.077870480864053
1_2269,"Universidad Ceu",37.369887531834216,-6.086502224206924
1_2270,"Hospital San Juan De Dios",37.37124430967251,-6.083609461784363
1_2271,"Urb Caballero",37.367380383333334,-6.0822873
1_2274,"Nueva Sevilla Convento",37.38006667,-6.064169444
1_2275,"Paraje De Paterna (Pares)",37.366426250000004,-6.0775847833333296
1_2276,"Paraje De Paterna",37.3666537612898,-6.076952219009399
1_2277,"Glorieta Hispanoamerica (I)",37.37368028010739,-6.07987142185749
1_2278,"Glorieta Hispanoamerica",37.37387947766228,-6.078738990237733
1_2279,"El Barrero Depositos (I)",37.38053407336541,-6.066420235356604
1_2280,"El Barrero Depositos",37.380519283333335,-6.0665699616666702
1_2281,"Frente Ceu",37.37033333,-6.085822222
1_2282,"Zaudin",37.36125388517777,-6.068350374698639
1_2283,"Av Blas Infante La Carpanta (I)",37.55216907760305,-5.868850782709018
1_2284,"Av Blas Infante La Carpanta (V)",37.551841877117475,-5.868900033513991
1_2285,"Av Joaquin Turina Cuatro Caminos (I)",37.54734433574631,-5.87285243695892
1_2286,"Av Joaquin Turina Cuatro Caminos (V)",37.54721315443812,-5.8728269004252525
1_2287,"Av Joaquin Turina Mercadona (I)",37.54562825,-5.876182075
1_2288,"Av Joaquin Turina Mercadona (V)",37.54635065457879,-5.875115658675036
1_2289,"Av Sevilla Fabrica De Aceite (I)",37.540641866666668,-5.8826760250000003
1_2290,"Av Sevilla Fabrica De Aceite (V)",37.54066738803136,-5.882295151319889
1_2291,"Balcon De Sevilla",37.402761111,-6.037594444
1_2292,"Ies Camas (I)",37.40515833628394,-6.037644478281343
1_2293,"Ies Camas",37.40425067841097,-6.037397715051973
1_2294,"Pza Del Almendro Capilla Buen Aire",37.40015312177057,-6.038321566775715
1_2296,"C/ José Payán",37.398573466666669,-6.0347598250000001
1_2297,"Sta Maria De Gracia Caja Rural",37.402441106531555,-6.035073693890578
1_2298,"Sta Maria De Gracia Ambulatorio",37.405027222029325,-6.0357944463249735
1_2299,"C Mercedes De Velilla Bar Flores",37.406539,-6.035830
1_2303,"Avda Clara Campoamor (Feria)",37.39546295432537,-6.028450538491816
1_2304,"C Mercedes De Velilla",37.40882309307506,-6.035782614180289
1_2305,"Bda La Extremeña",37.396378,-6.034602
1_2306,"Avda Clara Campoamor (Hotel)",37.39643136873852,-6.030912101268768
1_2307,"Avda Clara Campoamor",37.39725652875076,-6.033169418350424
1_2308,"Mercadona",37.397286283333337,-6.0342635250000001
1_2309,"Correos Traseras",37.39869722,-6.035430556
1_2310,"Apeadero Camas",37.40044444,-6.036936111
1_2311,"Ntra Sra De Los Dolores",37.4014153489236,-6.042850613594055
1_2312,"Bda Cañoronco",37.399800599999999,-6.0474159350000001
1_2313,"N-630 Antes De Rotonda",37.40937435629309,-6.036582286879688
1_2314,"Venta De Curro (I)",37.41905876471214,-6.036988678994548
1_2315,"Venta De Curro -Frente- (V)",37.41838986509806,-6.036666813912761
1_2316,"Carrefour Camas",37.3920983165965,-6.033029508516545
1_2317,"Coca De La Piñera",37.38539722,-6.036919444
1_2318,"Carambolo",37.388386011766826,-6.041768147488904
1_2319,"Carambolo (Frente)",37.38804584906166,-6.04129669219412
1_2320,"Rotonda Pañoleta",37.388798899999998,-6.0319368000000004
1_2321,"Bda El Chato",37.39103550328154,-6.033825925264995
1_2322,"Frente Riomovil",37.386937663653384,-6.02987676858902
1_2323,"Riomovil",37.38682897454683,-6.029450297355652
1_2324,"Vega Del Rey",37.38054924718571,-6.027354151010513
1_2325,"Frente Vega Del Rey",37.380520474103925,-6.0271382331848145
1_2326,"Rtda Pañoleta Caixa",37.38851433682193,-6.031313485051979
1_2327,"Rues (Gasolinera)",37.414845588358325,-6.0360712701730375
1_2330,"El Miro (V)",37.46695609704799,-5.657787322998047
1_2331,"El Miro",37.46650477295214,-5.656919628381729
1_2332,"Gasolinera De Entrada (V)",37.467548166666667,-5.6497668999999995
1_2333,"Gasolinera De Entrada",37.46704763886714,-5.650738477706909
1_2334,"Paseo Del Estatuto",37.47046547470238,-5.644614994525909
1_2335,"Villarosa Restaurante El Ancla (V)",37.46358174480146,-5.6529700756073
1_2336,"Villarosa Frente Restaurante El Ancla (I)",37.463492316666667,-5.6529380683333335
1_2337,"Recinto Ferial (Paseo Cruz Del Carmen)",37.46671127535299,-5.649208277463913
1_2341,"El Recreo",37.45196195058577,-5.664402991533279
1_2342,"Venta El Aguila",37.44922162448505,-5.773836198387143
1_2346,"El Matadero",37.44885222,-5.6665905
1_2347,"Urb Pino Grande (Frente)",37.43302925881469,-5.813652939596143
1_2348,"Urb Pino Grande",37.433140010753796,-5.814693636693922
1_2349,"Venta Antonio (V)",37.43465684029924,-5.809989501300043
1_2350,"Venta Antonio -Frente- (I)",37.43644301101835,-5.808495283126831
1_2351,"Rodri",37.4361065098519,-5.806582868099213
1_2352,"Granja Soldado",37.448057947655464,-5.667164476062525
1_2353,"Cruce Tocina El Viso (I)",37.46926862677348,-5.71399694527587
1_2354,"Cruce Tocina El Viso",37.46780658009718,-5.714166015386581
1_2355,"Las Monjas Matallana (V)",37.4609130246247,-5.734688937664032
1_2356,"Las Monjas Matallana",37.46141122134217,-5.737025141716003
1_2357,"Los Frutales Del Alcor",37.41891315808378,-5.698553783267202
1_2358,"Los Frutales Del Alcor (Frente)",37.41875978005627,-5.69834457096404
1_2359,"Los Nietos Chaparral (I)",37.452403805518976,-5.7641009765304485
1_2360,"Los Nietos Chaparral",37.452301599279835,-5.762743778768913
1_2361,"Av Reyes De Espana Bda El Pilar (I)",37.37139114,-6.3317505
1_2362,"Av Reyes De Espana Bda El Pilar (V)",37.37135490280467,-6.331943619049067
1_2363,"C Francisco Morillo Esq C Castelar",37.371633198829,-6.329503750756844
1_2364,"Plaza Gustavo Adolfo Becquer",37.37181225237305,-6.329771971658333
1_2365,"C Ramon Barranco Esq Pablo Picasso (V)",37.3725114097393,-6.32809827323304
1_2366,"C Ramon Barranco Esq Pablo Picasso",37.372426146994925,-6.328205561593636
1_2367,"Novaparq",37.36250013,-6.3268865
1_2368,"Novaparq Frente",37.362470284068785,-6.3264895330658
1_2369,"Estacion De Renfe",37.367423672231155,-6.332862030194102
1_2370,"Estacion De Renfe Frente",37.36770505768277,-6.332980047390757
1_2371,"Haza De Arriba",37.36576709806871,-6.325298371849057
1_2372,"Av Castilleja De La Cuesta",37.40872025485221,-6.059596985578537
1_2373,"Urb Senorio De Guzman",37.404910233333332,-6.0622406699999996
1_2374,"C Real Supermercado Codi (V)",37.38575699315383,-6.05571985244751
1_2375,"C Real Frente Supermercado Codi (I)",37.38543876708673,-6.056331851478364
1_2376,"C Real Irlandesas Frente",37.38651143096044,-6.051853448152542
1_2377,"Hacienda San Ignacio (V)",37.384800082303535,-6.060056984424591
1_2378,"Muebles Castellano (V)",37.38453468428843,-6.062248097228208
1_2379,"Muebles Castellano (I)",37.38474024001079,-6.0635114337840745
1_2380,"C Real Maristas (V)",37.387315943138795,-6.047970950603485
1_2381,"Airesur-Ikea (Colina Blanca)",37.382560499999997,-6.0451048266666669
1_2382,"Av Juan Carlos I Once (Frente)",37.37994793,-6.0622824
1_2383,"Av Juan Carlos I Frente Farmacia",37.37797797017709,-6.061589980356607
1_2385,"Airesur-Ikea (Valero Chico)",37.38614700008643,-6.045656204223633
1_2386,"Av De Andalucia Gasolinera",37.3774379,-6.0607772
1_2387,"Av De Andalucia Gasolinera (Frente)",37.377469871404614,-6.061286819712839
1_2388,"Av Juan Carlos I Once",37.37991141374319,-6.0625331593078675
1_2389,"Av Juan Carlos I Farmacia",37.37796731311662,-6.061758959524545
1_2390,"C Real Maristas",37.38710405117634,-6.048568830057071
1_2391,"C Real Irlandesas",37.38620244294634,-6.052684198183509
1_2392,"Airesur-Ikea",37.38382184678427,-6.046070605516434
1_2394,"Plaza Gamero Civico Casa Cultura",37.38653824958816,-6.335912577923523
1_2397,"C Tajo -Solar- (V)",37.294082566666667,-6.0527621233333333
1_2398,"Iglesia De San Jose",37.29043033615594,-6.054382369447837
1_2399,"C Tajo",37.29404272398305,-6.051903069019318
1_2400,"C Batan Bar Guadalquivir (I)",37.294095466666668,-6.0458413983333337
1_2401,"C Batan Bar Guadalquivir",37.29431950363498,-6.045947832196663
1_2402,"Av Andalucia (Bar Los Albures)",37.286782108971316,-6.04845765617523
1_2403,"Avda De Andalucia Mercado De Abastos (Frente)",37.284181322987685,-6.0502432961912
1_2404,"Avda De Andalucia Mercado De Abastos",37.284200233333337,-6.0501044766666663
1_2405,"Av Primero De Mayo Bar Arizona",37.29061134489868,-6.052398020316985
1_2406,"Avda De Andalucia 192",37.28254004815458,-6.051979993885494
1_2407,"Avda De Andalucia 147",37.282464972565066,-6.051770667844335
1_2408,"Avda Blas Infante 27",37.278850702857426,-6.057510226964951
1_2409,"Avda Blas Infante 12",37.278882535509815,-6.057585205368956
1_2410,"Av De Palomares Bar La Mecha",37.29451429122831,-6.054354608058929
1_2411,"Gran Avenida (V)",37.295047883333332,-6.0470761116666667
1_2412,"Gran Avenida",37.295163256209435,-6.047058174180299
1_2413,"Av Andalucia ( Bar Los Albures)",37.28669674888039,-6.048682961732481
1_2414,"Av De Palomares Esq Calle Adelfa",37.294034188802044,-6.054557114839554
1_2415,"C Carretero Mercadona (V)",37.288016091128526,-6.061687407909853
1_2416,"C Carretero Mercadona",37.28802889492378,-6.061478195606691
1_2417,"Av Blanca Paloma (V)",37.282635066666664,-6.0626186449999997
1_2418,"Av Blanca Paloma (I)",37.28286880750252,-6.0622141113744155
1_2419,"Rtda Kia (V)",37.29586923043851,-6.055002361536026
1_2420,"Rtda Kia",37.29598978130159,-6.054611541374412
1_2421,"Museo De La Autonomia (V)",37.274747010143365,-6.061883970953474
1_2422,"Museo De La Autonomia",37.27490228126313,-6.0615174472332
1_2423,"C/ Murano (Poliderportivo)",37.33142392278295,-5.92761754989624
1_2428,"Paula Montal Mercadona",37.33910777173706,-5.927105247974396
1_2429,"Paula Montalt Ambulatorio",37.34061544557226,-5.9315067529678345
1_2431,"Rtda Entrada Olivar De Quintos",37.32905433262795,-5.922200986250809
1_2432,"Rtda Salida Olivar De Quintos",37.32886795134988,-5.921990633611684
1_2433,"Av Condes De Ibarra Comerciales",37.3255665103334,-5.926137337249048
1_2434,"Av Condes De Ibarra Comerciales (Frente)",37.325745449999999,-5.9262857966666669
1_2435,"Av Condes De Ibarra Esquina C Vainilla",37.325190016666667,-5.929216845
1_2436,"Av Condes De Ibarra Esquina Yuca",37.325362451487216,-5.929362205953463
1_2437,"Av Condes De Ibarra Esquina Malvavisco",37.32414330975299,-5.933452534655768
1_2438,"Av Condes De Ibarra Esquina Lupulo",37.324304684719294,-5.9336221255968775
1_2440,"Av Europa Rotonda",37.3333393283416,-5.92728134655915
1_2441,"Av Europa (Orbita)",37.33180378304867,-5.924593773126228
1_2442,"Metro Condequinto (Pasarela)",37.34684224424601,-5.935794677972419
1_2443,"Metro Condequinto",37.34662048507297,-5.9363847639556955
1_2444,"Av Condes De Ibarra Esquina C Tila",37.32597055758066,-5.939581957101447
1_2445,"Metro Olivar De Quintos (I)",37.32910982488427,-5.938404053449631
1_2447,"Frente Coleg Gloria Fuertes",37.34118504829112,-5.934882726907356
1_2448,"Metro Europa (V)",37.336625716327454,-5.93552645707093
1_2449,"Avd Montequinto N 48",37.33382771047234,-5.935896601914985
1_2450,"Metro Olivar De Quintos",37.329081077541616,-5.938955247402191
1_2451,"Av Condes De Ibarra Esquina Hierbaluisa",37.325915102442025,-5.939834084748847
1_2452,"Fuente Del Rey (Frente Neumáticos Borrallo)",37.31115274768433,-5.975993871688843
1_2453,"Fuente Del Rey (Neumáticos Borrallo)",37.31101088245438,-5.9757886826992035
1_2454,"Fuente Del Rey (Frente Super Cash)",37.30996235143888,-5.9772491455078125
1_2455,"Fuente Del Rey (Super Cash)",37.309954884736285,-5.976970195770264
1_2456,"Av Cristobal Colon",37.28114282664439,-5.931439697742462
1_2457,"Gasolinera Bp (I)",37.2866071474345,-5.936869829893112
1_2458,"Gasolinera Bp",37.286356416666663,-5.9370248649999997
1_2461,"Plaza Del Arenal Renfe",37.28692210087657,-5.923506756768082
1_2462,"Plaza De Los Juzgados",37.28511572626319,-5.920297801494598
1_2463,"C Real De Utrera Segunda Parada",37.28032970692136,-5.918090343475342
1_2464,"C Real De Utrera Primera Parada",37.277961099999999,-5.9151356433333335
1_2465,"Av De Espana Kia",37.289170365692314,-5.916093383020025
1_2466,"C 28 De Febrero (V)",37.289939759090224,-5.91347685359404
1_2467,"Av De La Libertad",37.28953814761234,-5.931364595890045
1_2468,"Av De Sevilla Venta Las Palmas",37.28941971479864,-5.929900109767914
1_2469,"Av Andalucia Consultorio",37.28192159741733,-5.9260420984046505
1_2470,"Av Andalucia Quintano",37.279585427727035,-5.921415745190256
1_2471,"Bda Montecillos",37.27477208653754,-5.920571386814117
1_2472,"Bda Virgen Del Rocio",37.27390052368591,-5.9285066463409475
1_2473,"Bda Ciudad Blanca",37.27141469232275,-5.926230847835541
1_2476,"Av. 4 De Diciembre (Bda Las Torres)",37.267735592373654,-5.9267798471354824
1_2477,"Av Adolfo Suarez Segunda Parada (I)",37.29597805126906,-5.936737060546875
1_2478,"Av Adolfo Suarez Segunda Parada (V)",37.295720483333334,-5.9367760416666666
1_2479,"Av Adolfo Suarez Tercera Parada (I)",37.293923231360964,-5.9398457407951355
1_2480,"Av Adolfo Suarez Primera Parada (V)",37.29381654135943,-5.939660668373108
1_2481,"Pza Del Acebuche",37.28121250755806,-5.931113753503423
1_2482,"Av De Los Pirralos Pza Bruselas",37.27821822292566,-5.9285817481933645
1_2483,"C Joselito El Gallo",37.28879553878142,-5.908286869525909
1_2484,"Av Juan Pablo Ii Segunda Parada",37.28397793163703,-5.9077343344688416
1_2485,"Luis Cernuda (V)",37.294563334802255,-5.931105278820807
1_2486,"Luis Cernuda",37.294164350207005,-5.930492877960205
1_2487,"C Garcilaso De La Vega",37.290489871202624,-5.932021737098694
1_2488,"Av Juan Pablo Ii Tercera Parada",37.28048763637387,-5.909826457500458
1_2489,"Av Juan Pablo Ii Primera Parada",37.28684295472985,-5.9059882164001465
1_2490,"C 28 De Febrero",37.29028460493038,-5.913195631896691
1_2491,"Av Adolfo Suarez Primera Parada (I)",37.29706198349736,-5.93499094247818
1_2492,"Av Adolfo Suarez Tercera Parada (V)",37.29706321343245,-5.934634357486366
1_2493,"Lateral De Interoliva",37.29192810329155,-5.92862069606781
1_2494,"Av De Espana Aldi",37.290791,-5.918720
1_2495,"Av De Espana Frente Mercadona",37.29285419070798,-5.923623740673065
1_2497,"Pgno La Isla Entrada",37.29261840225166,-5.9898072481155396
1_2498,"Pgno La Isla Salida",37.29255652099593,-5.989698618650436
1_2499,"Seditel (V)",37.28835594504298,-5.9920307993888855
1_2500,"Seditel",37.28817669249017,-5.991930216550827
1_2501,"Ucasa",37.27894994429947,-5.994943678379059
1_2502,"Ucasa (Frente)",37.27907372914058,-5.994710326194763
1_2503,"Frigorificos Nazarenos (V)",37.269633550000002,-5.9990167799999998
1_2504,"Frigorificos Nazarenos",37.269795704607745,-5.998804718255997
1_2505,"Copero",37.315560036365135,-6.007407903671265
1_2506,"Crown",37.29802641400191,-5.995187759399414
1_2508,"Pasarela Upo ( Via De Servicio )",37.35440808300695,-5.946409106254578
1_2509,"Club De Campo (V)",37.290124974119045,-5.934156775474548
1_2510,"Club De Campo (I)",37.290370372937375,-5.934443771839142
1_2512,"Camping Villsom Trasera",37.276919100000001,-5.9379258400000001
1_2513,"Urb Parque Giralda",37.269931411537954,-5.936192970459372
1_2514,"Bda Las Portadas",37.26806995557506,-5.936179161071777
1_2515,"Upo Facultades Rtda",37.353931116666665,-5.9396871549999997
1_2516,"Residencial Palmera Real",37.34568949463202,-5.932692289352417
1_2517,"Historiador Juan Manzano",37.34779087577824,-5.934775024652481
1_2518,"Pgno La Palmera",37.3075932361644,-5.9699079394340515
1_2519,"Venta La Cuesta (V)",37.312971372220225,-5.961078107357025
1_2520,"Trafico (V)",37.30581288384592,-5.955091416835785
1_2521,"Trafico",37.30557286907467,-5.954587161540985
1_2522,"Rtda De Los Caballos  Esq. C/ Malva",37.32381121160917,-5.938329702090141
1_2523,"Rtda De Los Caballos",37.323635000000003,-5.9384120783333332
1_2524,"Cochera De Los Amarillos (V)",37.27056945060769,-5.951738655567169
1_2525,"Cochera De Los Amarillos",37.27079463588075,-5.951638072729111
1_2526,"Camping Villsom Se-3205 (V)",37.276294283333335,-5.9382186733333331
1_2527,"Camping Villsom Se-3205",37.276484400000001,-5.93828975
1_2528,"Aceites La Espanola",37.29927140721956,-5.9577226638793945
1_2529,"Bda Federico Echaguy (V)",37.313257228263495,-5.92075914144516
1_2530,"Bda Federico Echaguy",37.3139109876256,-5.920623642132569
1_2531,"Venta La Cuesta",37.31342895469223,-5.961190760135651
1_2532,"Ctra De Los Palacios Caravanas (V)",37.240608470076346,-5.925560295581818
1_2533,"Ctra De Los Palacios Caravanas M",37.240719415545264,-5.925004918033488
1_2534,"Cruz Roja (I)",37.38264223,-5.7282833
1_2535,"Cruz Roja",37.38252070983078,-5.72812020778656
1_2536,"Paseo De La Constitucion",37.385061044144244,-5.7249023601493905
1_2537,"Parque De La Constitucion",37.38507500894291,-5.725083947181702
1_2538,"Terraplen (V)",37.39036235538589,-5.720420926809311
1_2539,"Terraplen",37.390787500661666,-5.720104426145554
1_2540,"Bar Jamon V",37.392719314270686,-5.717074692593713
1_2541,"Bar Jamon I",37.392295150000002,-5.7178298733333328
1_2542,"Hotel Viso (I)",37.39434626629667,-5.7153140008449554
1_2543,"Hotel Viso",37.39426848669809,-5.715053826570511
1_2544,"Poliviso (V)",37.40105951352798,-5.707772970199585
1_2545,"Poliviso",37.40057902652515,-5.708667486906052
